drawing_id,metric,pre,post,diff,pct_change
32194362-1d64-4523-aea9-613bdcf85dd3,DOS,1.04893,4.0,2.95107,281.34098557577727
32194362-1d64-4523-aea9-613bdcf85dd3,R/L hemi-pr,1.02652,1.09419,0.0676699999999999,6.5921755055916975
32194362-1d64-4523-aea9-613bdcf85dd3,2nd order z cr,28.8945,9.89247,-19.00203,-65.76348440014536
32194362-1d64-4523-aea9-613bdcf85dd3,Nor-power,0.00188503,0.0,-0.00188503,-100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,100XNor-power,0.0,0.0,0.0,
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Pressure Power,0.0,0.0,0.0,
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,slope_2,1.61563,26915.7,26914.08437,1665856.9332087175
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,R hemi-pr,1.49521,8.05258,6.557370000000001,438.5584633596619
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,2nd order sm,-4.85903,9.17669,14.035720000000001,288.8584758686405
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Ang Sp Freq,1.0498,255.465,254.4152,24234.63516860354
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,3rd quad average median,0.125424,0.0,-0.125424,-100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Speed mean slope,0.426637,123988.0,123987.573363,29061608.196898066
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,tightness (Lf),7.12608,0.0,-7.12608,-100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,tightness (Rt),6.04671,0.0,-6.04671,-100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,tightness (Lw),5.84302,0.0,-5.84302,-100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Cal Tremor,0.0,0.0,0.0,
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Tightness,6.51135,0.000593403,-6.510756597,-99.9908866364118
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Catgo,1.0,1.0,0.0,0.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,tightness (Rt-Lf),-1.07937,0.0,1.07937,100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,slope_1,6.71016,43154.4,43147.68984,643020.2832719338
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,2nd quad average median,0.12734,0.0,-0.12734,-100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,X Power,4.37177e-07,1.79214,1.7921395628230001,409934548.89506996
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,ratio,-0.518454,0.247415,0.7658689999999999,147.7216879414567
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,X Freq,2.3329,167.676,165.3431,7087.44909768957
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Residue theta-r,0.208604,0.283152,0.074548,35.7366109949953
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,tightness (Up),7.42501,0.0,-7.42501,-100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Speed Power,0.0210226,56548000.0,56547999.9789774,268986709441.1605
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Pressure Freq,0.0,0.0,0.0,
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,1st order z cr,21.2821,6.76533,-14.516770000000001,-68.21117276960452
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Y Freq,1.28309,237.907,236.62391000000002,18441.723495623846
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Y Power,2.92618e-07,1223.58,1223.5799997073818,418149259344.05334
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Sampling frequency,119.444,1797.91,1678.4660000000001,1405.2325776095913
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Speed mean,2.4825,22625.8,22623.3175,911311.8831822759
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Convergency,0.0,0.0,0.0,
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Residue pr-t,0.121704,2.27579,2.1540860000000004,1769.9385394070862
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,1st order sm,-4.71099,10.104,14.814989999999998,314.4772117962466
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Ang Sp Power,2.18168e-05,9.30148e-05,7.1198e-05,326.34483517289425
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,L hemi-pr,1.51049,0.47786,-1.0326300000000002,-68.36390840058525
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,R-L hemi-pr,-0.016855,0.454023,0.470878,2793.699199050727
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Speed peak,4.84026,271200.0,271195.15974,5602904.797262956
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Residue sp-t,0.0100118,1228.06,1228.0499882,12266025.971353803
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Speed Freq,0.641547,391.537,390.895453,60930.134970625695
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,slope_3,-3.47891,10677.0,10680.47891,307006.4735793682
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,tightness (Up-Lw),1.58199,0.0,-1.58199,-100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,number of cycles,3.0,0.0,-3.0,-100.0
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,DOS,1.01296,4.0,2.98704,294.88232506712995
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,R/L hemi-pr,0.989887,16.8513,15.861412999999999,1602.3458233111455
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,2nd order z cr,62.0513,22.4101,-39.6412,-63.88456003339172
bcff7b2f-4d12-4fc0-af7c-aaf6cfa54efa,Nor-power,0.0,0.0,0.0,
626ca2fe-322f-45b0-90e3-40877b222c8b,100XNor-power,0.206055,20.4107,20.204645,9805.46213389629
626ca2fe-322f-45b0-90e3-40877b222c8b,Pressure Power,0.113844,15.729,15.615155999999999,13716.274902498153
626ca2fe-322f-45b0-90e3-40877b222c8b,slope_2,0.736083,327.6,326.863917,44405.85056304791
626ca2fe-322f-45b0-90e3-40877b222c8b,2nd order sm,-0.608534,-8.33088,-7.722346000000001,-1269.0081408762699
626ca2fe-322f-45b0-90e3-40877b222c8b,Ang Sp Freq,0.540017,0.0,-0.540017,-100.0
626ca2fe-322f-45b0-90e3-40877b222c8b,3rd quad average median,0.114133,0.0,-0.114133,-100.0
626ca2fe-322f-45b0-90e3-40877b222c8b,Speed mean slope,0.107608,1490.63,1490.522392,1385140.87428444
626ca2fe-322f-45b0-90e3-40877b222c8b,tightness (Lf),7.31376,0.0,-7.31376,-100.0
626ca2fe-322f-45b0-90e3-40877b222c8b,tightness (Rt),5.13036,0.0,-5.13036,-100.0
626ca2fe-322f-45b0-90e3-40877b222c8b,traxis_pol1,0.961296,1.0,0.03870399999999996,4.026231254473124
626ca2fe-322f-45b0-90e3-40877b222c8b,tightness (Lw),5.16898,0.0,-5.16898,-100.0
